cleaned,coords,loc_name,people_needs,category
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
capizneedshelp agatonph portions province capiz power 1130 today capisnons badly needs help see tweets leads help us capisnons photo courtesy capiz electric cooperatives facebook page,122.579987/11.24989,capiz,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
capiz emergency hotline visayas needs help capizneedshelp iloiloneedshelp leyteneedshelp agatonph,122.579987/11.24989,capiz,help,Medical Response
hardest time ask prayers help kababayan leyte greatly affected typhoon agathon leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
bl related province needs help many municipalities affected rescue teams capiz leni team calling private individuals vehicles help sending basic necessities every brgy capizneedshelp agatonph,122.579987/11.24989,capiz,help,Medical Response
simple retweet reqoute sprees information donation leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
capizneedshelp agatonph donations capisnons need help inkind cash aid welcome inkind donations may dropped leni headquarters burgos st roxas city gcash 09167098080 bdo 004880157395 photo courtesy capiz leni,126.071388/10.0325,burgos capiz,help,Medical Response
cant everything except pray people badly affected typhoon agaton praying significantly needed leyte leyteneedshelp agatonph baybayneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
donation links ajuy capiz leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,123.10968/11.13913,ajuy capiz,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
capiz iloilo also needs help rt u visayas needs help agatonph iloiloneedshelp capizneedshelp,122.579987/11.24989,capiz,help,Medical Response
capiz emergency hotlines visayas needs help agatonph,122.579987/11.24989,capiz,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help baybaycityneedshelp baybayneedshelp leyteneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
province aklan red alert status right please lets spread awareness ask prayers help kababayan visayas needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,122.283447/11.7579,aklan,help,Medical Response
leyte needs help baybayneedshelp agatonph leyteneedshelp capizneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
current situation sa capiz amount donations thank iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,122.579987/11.24989,capiz,help,Medical Response
nakokonsensya talaga ako whats happening leyte rn cant help guys promise nga magskwela kog tarong offer become lawyer public servant let prayers family agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help baybayneedshelp leyteneedshelp agatonph abuyogneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
ask prayers help kababayan leyte greatly affected typhoon agathon retweet spread leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
baybaycityneedshelp call donations victims landslide amp flooding baybay city leyte agatonph prayforbaybayleyte leyteneedshelp typhoonagaton,124.552177/11.33877,leyte leyte,help,Medical Response
rpc leytes donation drive details leyte needs help baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
staysafe everyoneeprayy kababayanss leyte needs help iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
staysafe everyoneeprayy kababayanss leyte needs help iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
staysafe everyoneeprayy kababayanss leyte needs help iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
ohgoditscth leyte needs helpleyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
hi please help spread awareness regarding current situation leyte due onslaught typhoon agaton following donation drives typhoon victims simple retweet could big help thank leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
donate fellow kababayans leyte infos pls retweet tweet donbelle ofc wag gawing tp please iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help kababayans need help iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
donbelleofc staysafe everyoneeprayy leyte needs help iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
teacher sent video group chat happening northern iloilo right praying fellow ilonggos iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,122.650482/10.84919,iloilo,help,Medical Response
leyte needs help agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
hardest time ask prayers help kababayan leyte greatly affected typhoon agathon leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
let hear voice need kababayans leyte needs us lets help pray safety iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
donbelleishome staysafe everyoneeprayy leyte needs help iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
_dbclox staysafe everyoneeprayy leyte needs help iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help agatonph baybayneedshelp leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
bns related posting donation drives help fellow kababayans leyte please help spread rt thank much god bless typhoonagaton baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
nicofordb staysafe everyoneeprayy leyte needs help iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
donatotchilaxaa staysafe everyoneeprayy leyte needs help iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
kai_cmsk16 staysafe everyoneeprayy leyte needs help iloiloneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help baybaycityneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
start holy week praying leyte iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
simple rt leyte needs help agatonph baybayneedshelp abuyogneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
ashmoon683 leyte needs help agatonph baybayneedshelp leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
chismosangbula leyte needs help leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
_dobongsoon_ leyte needs help agatonph baybayneedshelp leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
let hear voice need kababayans leyte needs us lets help pray safety iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
pkease retweet well emergency hotlines concepcion balasan iloilo leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,120.739723/15.35778,concepcion iloilo,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
_dobongsoon_ leyte needs help leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
call donations agatonph caused heavy landslides floodings many areas leyte baybay abuyog etc people need supplies funds raised utilized purchase relief goods repacking leyteneedshelp baybaycityneedshelp abuyogneedshelp,124.552177/11.33877,leyte leyte,relief goods,Food & Clothes
